837.000000;1328.000000;65b
844.000000;158.000000;78
848.000000;1490.000000;65b
849.000000;278.000000;1
849.000000;2887.000000;67b
850.000000;3885.000000;88b
859.000000;205.000000;17
859.000000;3070.000000;67b
860.000000;2996.000000;67b
862.000000;1732.000000;65b
865.000000;1191.000000;125
868.000000;1588.000000;66
872.000000;2742.000000;67a
872.000000;2887.000000;67b
875.000000;1271.000000;125
875.000000;1588.000000;66
884.000000;1320.000000;125
886.000000;1299.000000;125
889.000000;2165.000000;67a
894.000000;2843.000000;67a
894.000000;3291.000000;87b
895.000000;953.000000;125
897.000000;2742.000000;67a
898.000000;2742.000000;67a
898.000000;2743.000000;67a
901.000000;873.000000;64
903.000000;2566.000000;67a
904.000000;3171.000000;87b
913.000000;1043.000000;125
916.000000;3814.000000;88b
917.000000;253.000000;1
918.000000;3122.000000;87b
919.000000;1588.000000;66
926.000000;275.000000;78
930.000000;2490.000000;87a
931.000000;2213.000000;67a
931.000000;2214.000000;67a
933.000000;796.000000;64
934.000000;762.000000;64
935.000000;942.000000;64
939.000000;2940.000000;87a
943.000000;2309.000000;87a
943.000000;240.000000;17
945.000000;1245.000000;65a
946.000000;3517.000000;88b
953.000000;210.000000;17
956.000000;2490.000000;87a
960.000000;1147.000000;65a
962.000000;2887.000000;87a
966.000000;1468.000000;65a
966.000000;2082.000000;66
968.000000;1588.000000;66
968.000000;2554.000000;87a
968.000000;3489.000000;88b
970.000000;1588.000000;66
976.000000;797.000000;78
978.000000;743.000000;63
980.000000;1890.000000;66
983.000000;1510.000000;65a
984.000000;377.000000;61
989.000000;697.000000;63
992.000000;830.000000;64
994.000000;363.000000;61
997.000000;325.000000;61
