1000.000000;1942.000000;66
1000.000000;238.000000;17
1000.000000;460.000000;62
1000.000000;735.000000;63
1015.000000;1398.000000;65a
1018.000000;114.000000;ausserhalb Patrik_Loesung
1019.000000;250.000000;17
1021.000000;556.000000;63
1029.000000;1271.000000;65a
1030.000000;3093.000000;88a
1031.000000;2999.000000;88a
1039.000000;3608.000000;88b
1040.000000;1549.000000;85
1042.000000;156.000000;78
1046.000000;251.000000;17
1046.000000;498.000000;62
1047.000000;1768.000000;66
1050.000000;1261.000000;65a
1050.000000;1475.000000;85
1050.000000;300.000000;61
1050.000000;953.000000;64
1051.000000;1179.000000;65a
1053.000000;259.000000;17
1058.000000;512.000000;62
1059.000000;787.000000;63
1060.000000;1397.000000;84b
1065.000000;1332.000000;84b
1068.000000;1328.000000;84b
1068.000000;1456.000000;85
1076.000000;996.000000;84a
1081.000000;800.000000;63
1085.000000;1203.000000;65a
1085.000000;1398.000000;85
1092.000000;2735.000000;87a
1096.000000;2869.000000;88a
1097.000000;338.000000;61
1105.000000;1089.000000;84a
1108.000000;1088.000000;84a
1109.000000;159.000000;78
1110.000000;1831.000000;86a
1111.000000;1479.000000;85
1111.000000;247.000000;17
1116.000000;1245.000000;84b
1116.000000;1660.000000;85
1120.000000;1985.000000;86a
1122.000000;3090.000000;88a
1122.000000;312.000000;61
1124.000000;1804.000000;86a
1126.000000;3068.000000;88a
1141.000000;1327.000000;85
1143.000000;551.000000;62
1147.000000;1998.000000;86a
1155.000000;3608.000000;88a
1158.000000;1905.000000;86a
1162.000000;498.000000;62
1165.000000;2930.000000;88a
1167.000000;953.000000;84a
1171.000000;517.000000;62
1180.000000;1016.000000;84a
1183.000000;1985.000000;86a
1190.000000;1804.000000;85
1195.000000;1180.000000;84a
1200.000000;150.000000;ausserhalb Patrik_Loesung
1202.000000;863.000000;63
1203.000000;433.000000;61
1207.000000;686.000000;63
1212.000000;56.000000;ausserhalb Patrik_Loesung
1215.000000;953.000000;84a
1222.000000;3789.000000;106b
1235.000000;1270.000000;104
1255.000000;1660.000000;85
1255.000000;248.000000;17
1255.000000;447.000000;61
1269.000000;1399.000000;85
1270.000000;481.000000;61
127.000000;3464.000000;14
1282.000000;3608.000000;106b
1300.000000;3205.000000;106b
1300.000000;670.000000;62
340.000000;3849.000000;151a
374.000000;3850.000000;151a
425.000000;3849.000000;70
500.000000;3279.000000;08a
509.000000;3464.000000;08a
526.000000;3432.000000;08a
526.000000;3433.000000;08a
550.000000;3600.000000;70
577.000000;2887.000000;08a
577.000000;3066.000000;08a
598.000000;3031.000000;08a
600.000000;3600.000000;69
601.000000;2842.000000;08a
601.000000;2886.000000;08a
602.000000;3127.000000;08a
608.000000;3608.000000;69
609.000000;3608.000000;69
610.000000;3456.000000;69
612.000000;2887.000000;08a
617.000000;2652.000000;28
618.000000;2646.000000;28
619.000000;2842.000000;07b
633.000000;2598.000000;28
651.000000;3031.000000;07c
654.000000;1212.000000;6
656.000000;953.000000;25
660.000000;156.000000;17
661.000000;498.000000;3
662.000000;3789.000000;69
663.000000;414.000000;3
664.000000;1111.000000;6
667.000000;1858.000000;27
668.000000;2490.000000;07b
669.000000;1660.000000;66
669.000000;2490.000000;07b
670.000000;415.000000;3
670.000000;558.000000;24
675.000000;3349.000000;69
677.000000;797.000000;25
678.000000;1397.000000;65b
679.000000;1299.000000;65b
679.000000;225.000000;78
680.000000;476.000000;78
681.000000;3608.000000;69
682.000000;263.000000;22
682.000000;2887.000000;07b
684.000000;1894.000000;07a
686.000000;514.000000;3
687.000000;205.000000;1
687.000000;2843.000000;07b
687.000000;922.000000;5
689.000000;2742.000000;07b
692.000000;1191.000000;6
693.000000;1803.000000;07a
693.000000;3018.000000;07b
694.000000;1985.000000;07a
694.000000;2425.000000;07b
697.000000;1700.000000;66
697.000000;498.000000;78
697.000000;50.000000;78
697.000000;664.000000;4
697.000000;885.000000;5
698.000000;2742.000000;07b
700.000000;1443.000000;65b
700.000000;1588.000000;66
700.000000;1647.000000;66
700.000000;1664.000000;66
700.000000;1985.000000;07a
700.000000;3417.000000;69
704.000000;1270.000000;6
705.000000;1328.000000;65b
707.000000;922.000000;78
708.000000;1111.000000;6
712.000000;812.000000;5
713.000000;1328.000000;65b
713.000000;1624.000000;66
713.000000;260.000000;78
713.000000;2732.000000;07b
713.000000;294.000000;2
716.000000;1905.000000;07a
716.000000;1906.000000;07a
721.000000;2863.000000;07b
725.000000;2208.000000;07a
728.000000;2289.000000;07a
728.000000;3119.000000;67b
729.000000;1273.000000;6
729.000000;1588.000000;66
729.000000;977.000000;5
732.000000;1065.000000;5
733.000000;3688.000000;69
733.000000;3774.000000;69
733.000000;3789.000000;69
738.000000;1494.000000;65b
738.000000;2213.000000;07a
738.000000;700.000000;4
739.000000;2214.000000;07a
741.000000;2117.000000;07a
741.000000;2382.000000;07a
742.000000;1660.000000;66
742.000000;953.000000;5
744.000000;249.000000;1
744.000000;866.000000;5
747.000000;1182.000000;6
748.000000;2888.000000;67b
750.000000;2481.000000;07b
751.000000;2887.000000;67b
754.000000;338.000000;2
756.000000;2886.000000;67b
757.000000;1969.000000;07a
762.000000;263.000000;1
762.000000;953.000000;5
764.000000;3154.000000;67b
767.000000;1328.000000;65b
770.000000;2535.000000;07a
770.000000;3608.000000;69
770.000000;3609.000000;69
772.000000;1273.000000;6
774.000000;2840.000000;67b
775.000000;793.000000;4
776.000000;784.000000;4
778.000000;953.000000;5
780.000000;762.000000;4
780.000000;884.000000;5
781.000000;1270.000000;6
781.000000;253.000000;1
781.000000;562.000000;3
783.000000;173.000000;17
785.000000;2309.000000;07a
786.000000;82.000000;ausserhalb Patrik_Loesung
786.000000;830.000000;5
788.000000;747.000000;4
792.000000;1804.000000;07a
793.000000;1660.000000;66
793.000000;175.000000;78
795.000000;476.000000;78
796.000000;338.000000;78
800.000000;300.000000;78
800.000000;476.000000;3
802.000000;2364.000000;67a
802.000000;2566.000000;67a
802.000000;953.000000;5
805.000000;1010.000000;5
808.000000;2000.000000;67a
820.000000;1905.000000;67a
822.000000;3464.000000;67b
824.000000;2211.000000;67a
824.000000;953.000000;5
825.000000;846.000000;64
827.000000;2479.000000;67a
829.000000;1270.000000;125
829.000000;794.000000;64
831.000000;664.000000;64
834.000000;1804.000000;66
834.000000;2742.000000;67a
834.000000;2887.000000;67b
837.000000;1190.000000;125
